strategy,member_count,macro_ap,micro_ap,members,anchor_weight
pair_weighted,2,0.6076705455780029,0.7040359392647059,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.6
pair_weighted,2,0.6076586246490479,0.7046535007158841,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.4
pair_weighted,2,0.6076205372810364,0.7041986225899758,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6075800657272339,0.7049226787054185,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_1024-512_d0.4_lr0.001_s7.pt""]",0.8
pair_weighted,2,0.6075431108474731,0.7050277167589776,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6075249314308167,0.7032610396778501,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.7000000000000001
pair_weighted,2,0.6075146794319153,0.7062262381541027,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.4
pair_weighted,2,0.6074708700180054,0.7041384854719086,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.4
pair_weighted,2,0.607284665107727,0.7040802737835001,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_11_1536-768_d0.4_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.6070502400398254,0.7074254056637451,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_02_1024-512_d0.35_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.6069732904434204,0.703031688583558,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6068575978279114,0.7055629571755824,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_11_1536-768_d0.4_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6065813899040222,0.7032158374627095,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6065484285354614,0.7034245558779513,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6065188646316528,0.7022000001773471,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.30000000000000004
pair_weighted,2,0.6064193248748779,0.7052833463818073,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.30000000000000004
top_k,4,0.6064087152481079,0.7022603394268888,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",
pair_weighted,2,0.6064019799232483,0.702557243630948,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.6063941717147827,0.7023297890958676,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_02_1024-512_d0.35_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.6062372922897339,0.7030267103950163,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.8
pair_weighted,2,0.6060781478881836,0.701725536581433,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.8
pair_weighted,2,0.6057417392730713,0.7069559296887846,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_1024-512_d0.4_lr0.001_s7.pt""]",0.2
pair_weighted,2,0.6056770086288452,0.7012844882160958,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.6055248379707336,0.7032897714810927,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.6
pair_weighted,2,0.6054210662841797,0.7036344888305779,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.5
pair_weighted,2,0.6053242087364197,0.6997487851177121,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.6
pair_weighted,2,0.6053171753883362,0.6993682786887008,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.5
pair_weighted,2,0.6051053404808044,0.7023825001849374,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6050988435745239,0.7015387722452857,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.6050199270248413,0.7010029182410749,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_11_1536-768_d0.4_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.6049741506576538,0.7013163872505855,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_1024-512_d0.4_lr0.001_s7.pt""]",0.9
pair_weighted,2,0.6048708558082581,0.6984431643826443,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.4
pair_weighted,2,0.6048559546470642,0.6995816726219051,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6048181653022766,0.7038231808797013,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_11_1536-768_d0.4_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.6047858595848083,0.7034185443149967,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.4
pair_weighted,2,0.6046512126922607,0.7036188400988707,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.2
pair_weighted,2,0.604552686214447,0.7000767416513032,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.2
pair_weighted,2,0.604535698890686,0.7037641520503198,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.6
pair_weighted,2,0.6045185327529907,0.7014103026659947,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.604434072971344,0.7043923898028775,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.5
pair_weighted,2,0.6043580174446106,0.702633618812694,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6041810512542725,0.6997977175286794,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.6041657328605652,0.7008201874813397,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.8
pair_weighted,2,0.6040729880332947,0.704713879793117,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_02_1024-512_d0.35_lr0.001_s42.pt""]",0.1
pair_weighted,2,0.6039624810218811,0.6998252064592143,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.9
pair_weighted,2,0.6039144396781921,0.6988339725366569,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.6038339734077454,0.7045410206203212,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.4
pair_weighted,2,0.6037891507148743,0.696916420978835,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6037828326225281,0.7026255622030075,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6037307977676392,0.6991305983645024,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.9
pair_weighted,2,0.6035553812980652,0.7008938390002324,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.8
pair_weighted,2,0.6034865975379944,0.6985682665720112,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.6032405495643616,0.6998155476639247,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.6
pair_weighted,2,0.603100597858429,0.6999832477697958,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.5
pair_weighted,2,0.6029670238494873,0.7041841222155302,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6029505133628845,0.6992572734529967,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.7000000000000001
pair_weighted,2,0.6026783585548401,0.699757343860112,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.4
pair_weighted,2,0.602610170841217,0.6983936968845569,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.9
pair_weighted,2,0.6026061773300171,0.6987578179593641,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_768-384_d0.45_lr0.001_s42.pt""]",0.1
pair_weighted,2,0.6025333404541016,0.7044684940630931,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_09_1024-512_d0.4_lr0.001_s7.pt""]",0.1
pair_weighted,2,0.6023872494697571,0.6972900357952402,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.602367103099823,0.6982307708909696,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.6021918654441833,0.6983364854857814,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.9
pair_weighted,2,0.6021563410758972,0.7011381986723054,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.2
pair_weighted,2,0.602060079574585,0.7009315136976285,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_1024-512_d0.4_lr0.0007_s42.pt""]",0.1
pair_weighted,2,0.6020127534866333,0.6946822311443337,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.6019315719604492,0.6991319922013267,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.6017165780067444,0.701104091085801,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_11_1536-768_d0.4_lr0.001_s42.pt""]",0.1
pair_weighted,2,0.6016455292701721,0.703266651112781,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.2
pair_weighted,2,0.601631224155426,0.6967913160889477,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s123.pt""]",0.1
pair_weighted,2,0.6013841032981873,0.6966289573049775,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.6013451218605042,0.6982934530880315,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_1024-512_d0.45_lr0.001_s42.pt""]",0.1
pair_weighted,2,0.6005122661590576,0.6980503911388172,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.5996829271316528,0.6987373073052128,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_05_512-256_d0.45_lr0.0013_s42.pt""]",0.1
pair_weighted,2,0.5995001196861267,0.7016158183428485,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_04_512-256_d0.45_lr0.0007_s42.pt""]",0.1
pair_weighted,2,0.5994250178337097,0.6915028210383392,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_06_512-256_d0.5_lr0.001_s42.pt""]",0.1
single,1,0.5993694067001343,0.6939282782723875,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt""]",
top_k,2,0.5993694067001343,0.6939282782723875,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",
top_k,3,0.5993694067001343,0.6939282748641128,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",
pair_weighted,2,0.5993694067001343,0.6939282733913991,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.7000000000000001
pair_weighted,2,0.5993694067001343,0.6939282733913991,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.30000000000000004
pair_weighted,2,0.5993694067001343,0.6939282740566347,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.1
