C,penalty,class_weight,macro_ap,micro_ap,runtime_s,ap_bell_ringing,ap_coffee_machine,ap_cutlery_dishes,ap_door_open_close,ap_footsteps,ap_keyboard_typing,ap_keychain,ap_light_switch,ap_microwave,ap_phone_ringing,ap_running_water,ap_toilet_flushing,ap_vacuum_cleaner,ap_wardrobe_drawer_open_close,ap_window_open_close
1.0,l2,None,0.4635471701622009,0.5791988008074401,123.90369248390198,0.2758461833000183,0.47514164447784424,0.5759629607200623,0.33922436833381653,0.5088509321212769,0.7620925903320312,0.5563374161720276,0.08877882361412048,0.6240443587303162,0.6650508046150208,0.7464287877082825,0.43485233187675476,0.5854464769363403,0.17517611384391785,0.13997375965118408
